sleeve,cell,net,retdd,pf,trades,win,avg,expo,retexp,sharpe,data_pct,imp_retexp,imp_retdd,imp_pf,imp_win,imp_avg
mean_reversion,BASELINE,368602.803744306,8.848879154766399,1.0416643908787098,2099,0.4940381290279119,175.60876786293758,0.6029053395429438,611377.5738389378,0.18108491554292946,1.0,0.0,0.0,0.0,0.0,0.0
mean_reversion,low|down,85191.00476442666,6.872263269897446,1.0988389894426247,363,0.5072517664559316,234.68596353836546,0.718695710276627,118535.56873413996,0.4699599298795139,0.10910071732664606,-0.8061172443898521,-0.223374717893425,0.05488773453768969,0.026746189517840246,0.336413701857629
mean_reversion,med|down,77167.83000840414,3.0950648254174062,1.0746408651889128,421,0.4900964066608238,183.29650833350152,0.734707018673535,105032.11218497076,0.36385342296194334,0.10512563630455973,-0.8282041790877979,-0.6502308629957652,0.03165748450168793,-0.007978579254285356,0.0437776573693871
mean_reversion,high|down,87611.68161162481,3.9915413761493252,1.0550295544180732,349,0.49866220735785954,251.03633699605962,0.7247606350745365,120883.60952801275,0.26171004917988505,0.12029801131393246,-0.8022766704232129,-0.5489212468226212,0.012830585029492081,0.009359760023069708,0.4295205191120819
mean_reversion,low|flat,-32866.40068282527,-0.817647900900845,0.9387605443787308,652,0.44608,-50.408590004333234,0.3628657686948444,-90574.54165775719,-0.22592295648729457,0.11659265677461281,-1.1481482892625994,-1.0924012958703841,-0.09878790846749885,-0.09707374028453253,-1.287050530664147
mean_reversion,med|flat,9636.537887156575,0.40473903178225884,1.0147794569544557,737,0.4511213341000575,13.075356698991282,0.3715415019762846,25936.63920692142,0.05172460468679314,0.12673291454565147,-0.9575767245696287,-0.9542609832608858,-0.025809592954958327,-0.0868693981419999,-0.9255426886817144
mean_reversion,high|flat,-21749.900479369477,-0.5928903848888056,0.9643485528136791,471,0.4404121863799283,-46.17813265258912,0.3242300987797792,-67081.68230285819,-0.11435011868591376,0.10036741120895784,-1.1097221834318218,-1.067001749545811,-0.0742233667024077,-0.10854616171731524,-1.2629602907334962
mean_reversion,low|up,53436.21293378449,3.012893974636224,1.0505280097889635,363,0.4841359317120309,147.20719816469557,0.720584822464609,74156.7283515869,0.24787201676120937,0.12099514222334541,-0.8787055143584268,-0.6595168809584946,0.008509092744138691,-0.02004338680369655,-0.16173207092033925
mean_reversion,med|up,19275.052153865956,0.49549928719376984,1.014676548795761,462,0.48295454545454547,41.72089210793497,0.7447641210069812,25880.747487948975,0.07398937797169136,0.12799198527022637,-0.9576681438845727,-0.9440042881671774,-0.025908385003141743,-0.022434672390924337,-0.7624213607574647
mean_reversion,high|up,58183.87036418731,2.1683668304256805,1.0567355805013148,255,0.4868131868131868,228.17204064387178,0.7514861294583883,77425.0755714169,0.28140976206309376,0.09565327268132423,-0.8733596407777072,-0.7549557641706858,0.014468373647573252,-0.014624260335818873,0.2993203210784998
momentum,BASELINE,-617759.7236159714,-0.9212793265051615,0.9583994790104411,871,0.4939685634214695,-709.2534140252254,1.0,-617759.7236159714,-0.24355781702939722,1.0,0.0,0.0,0.0,0.0,0.0
momentum,low|down,-143324.397275249,-0.999623703126839,0.8911080669318033,188,0.4723336006415397,-762.3638152938777,1.0,-143324.397275249,-0.6786904748270828,0.10910071732664606,-0.7679932961049656,0.08503867868051906,-0.07021227948508169,-0.043798258395383316,0.07488212283284601
momentum,med|down,-111152.3142463346,-0.9576214689584603,0.9259819973526433,239,0.4927872230808861,-465.07244454533304,1.0,-111152.3142463346,-0.4533776435099851,0.10512563630455973,-0.820071930886462,0.039447474189137965,-0.033824602754656374,-0.002391529396933323,-0.34427887783308975
momentum,high|down,-45365.21945782945,-0.4270080841981593,0.9795758491462788,155,0.49236363636363634,-292.6788352118029,1.0,-45365.21945782945,-0.11861971667031991,0.12029801131393246,-0.9265649447129858,-0.5365053009297426,0.022095556810717953,-0.0032490469569897984,-0.5873423667420042
momentum,low|flat,-22017.051942163835,-0.41721762126334017,0.9846490439023992,349,0.49773545465102775,-63.08610871680182,1.0,-22017.051942163835,-0.09200967554274396,0.11659265677461281,-0.9643598455831823,-0.5471323308143259,0.027388959892863385,0.007625771169458506,-0.9110527951373977
momentum,med|flat,-38754.390325191154,-0.3961530344501189,0.9777282550780982,422,0.502457264957265,-91.83504816396008,1.0,-38754.390325191154,-0.13125927344057442,0.12673291454565147,-0.9372662398604628,-0.5699968260951751,0.020167765624846012,0.01718469992705307,-0.8705187083375903
momentum,high|flat,-17859.440331616883,-0.28882350422291087,0.9890226164070942,294,0.49455179427575185,-60.74639568577171,1.0,-17859.440331616883,-0.06295276840147944,0.10036741120895784,-0.9710899891189424,-0.6864973565416344,0.03195237274990159,0.0011807043959288777,-0.9143516344306082
momentum,low|up,-83073.76405914615,-0.7362530186534118,0.9448785737222637,179,0.4979691307879773,-464.0992405538891,1.0,-83073.76405914615,-0.3350360861051927,0.12099514222334541,-0.8655241497893625,-0.2008362746547674,-0.014107796993105493,0.00809882989070787,-0.34565103053930046
momentum,med|up,-51293.02649133638,-0.6179632201088869,0.9711025019914135,256,0.4977255897598646,-200.36338473178273,1.0,-51293.02649133638,-0.17166618677351828,0.12799198527022637,-0.9169692931887826,-0.32923359687977893,0.013254413487461925,0.007605800483277969,-0.7175009936227722
momentum,high|up,-70131.95195782253,-0.6788232424663527,0.9511229907906957,144,0.4962840627580512,-487.02744415154535,1.0,-70131.95195782253,-0.28938509239588617,0.09565327268132423,-0.8864737384507445,-0.263173260338487,-0.0075923332379712605,0.0046875439208993175,-0.31332379299026725
