sid,slice,mode,window,build_end,grade_year,trade_start,tune_evals,tune_seconds,tune_stage,ip,risk,routed_build_n,routed_build_expectancy_R,routed_build_total_R,routed_build_profit_factor,routed_build_sharpe,routed_build_sortino,routed_build_calmar,routed_build_max_dd_R,routed_build_win_rate,routed_build_avg_win_R,routed_build_avg_loss_R,routed_build_g3,routed_build_pass2,routed_grade_n,routed_grade_expectancy_R,routed_grade_total_R,routed_grade_profit_factor,routed_grade_sharpe,routed_grade_sortino,routed_grade_calmar,routed_grade_max_dd_R,routed_grade_win_rate,routed_grade_avg_win_R,routed_grade_avg_loss_R,routed_grade_g3,routed_grade_pass2,routed_trade_n,routed_trade_expectancy_R,routed_trade_total_R,routed_trade_profit_factor,routed_trade_sharpe,routed_trade_sortino,routed_trade_calmar,routed_trade_max_dd_R,routed_trade_win_rate,routed_trade_avg_win_R,routed_trade_avg_loss_R,routed_trade_g3,routed_trade_pass2,routed_Y2006_expectancy_R,routed_Y2006_n,routed_Y2007_expectancy_R,routed_Y2007_n,routed_Y2008_expectancy_R,routed_Y2008_n,routed_Y2009_expectancy_R,routed_Y2009_n,routed_Y2010_expectancy_R,routed_Y2010_n,routed_Y2011_expectancy_R,routed_Y2011_n,routed_Y2012_expectancy_R,routed_Y2012_n,routed_Y2013_expectancy_R,routed_Y2013_n,routed_Y2014_expectancy_R,routed_Y2014_n,routed_Y2015_expectancy_R,routed_Y2015_n,routed_Y2016_expectancy_R,routed_Y2016_n,routed_Y2017_expectancy_R,routed_Y2017_n,routed_Y2018_expectancy_R,routed_Y2018_n,routed_Y2019_expectancy_R,routed_Y2019_n,routed_Y2020_expectancy_R,routed_Y2020_n,allon_build_n,allon_build_expectancy_R,allon_build_total_R,allon_build_profit_factor,allon_build_sharpe,allon_build_sortino,allon_build_calmar,allon_build_max_dd_R,allon_build_win_rate,allon_build_avg_win_R,allon_build_avg_loss_R,allon_build_g3,allon_build_pass2,allon_grade_n,allon_grade_expectancy_R,allon_grade_total_R,allon_grade_profit_factor,allon_grade_sharpe,allon_grade_sortino,allon_grade_calmar,allon_grade_max_dd_R,allon_grade_win_rate,allon_grade_avg_win_R,allon_grade_avg_loss_R,allon_grade_g3,allon_grade_pass2,allon_trade_n,allon_trade_expectancy_R,allon_trade_total_R,allon_trade_profit_factor,allon_trade_sharpe,allon_trade_sortino,allon_trade_calmar,allon_trade_max_dd_R,allon_trade_win_rate,allon_trade_avg_win_R,allon_trade_avg_loss_R,allon_trade_g3,allon_trade_pass2,allon_Y2006_expectancy_R,allon_Y2006_n,allon_Y2007_expectancy_R,allon_Y2007_n,allon_Y2008_expectancy_R,allon_Y2008_n,allon_Y2009_expectancy_R,allon_Y2009_n,allon_Y2010_expectancy_R,allon_Y2010_n,allon_Y2011_expectancy_R,allon_Y2011_n,allon_Y2012_expectancy_R,allon_Y2012_n,allon_Y2013_expectancy_R,allon_Y2013_n,allon_Y2014_expectancy_R,allon_Y2014_n,allon_Y2015_expectancy_R,allon_Y2015_n,allon_Y2016_expectancy_R,allon_Y2016_n,allon_Y2017_expectancy_R,allon_Y2017_n,allon_Y2018_expectancy_R,allon_Y2018_n,allon_Y2019_expectancy_R,allon_Y2019_n,allon_Y2020_expectancy_R,allon_Y2020_n,label_basis,graded_pass_routed,graded_pass_allon,passes_gate2_on_window,regime_dependent_on_window
C|trend|aroon_signals|lemantrend_signals|damiani_volatmeter_volume_signals|t3_baseline|laguerre_filter_exit,C-trend,C,2011-2014,2014,2015,2016,642,105.1,full,"{""base"": {""length"": 28, ""volume_factor"": 0.862993}, ""c1"": {""length"": 25}, ""c2"": {""fast_period"": 340, ""medium_period"": 21, ""slow_period"": 2, ""smooth"": 2}, ""exit_ind"": {""alpha"": 0.2}, ""vol"": {""lag"": 1.4, ""sedimentation"": 27, ""threshold"": 1.4, ""viscosity"": 7}}","{""atr_len"": 31, ""atr_mult"": 1.0, ""be_pct"": 0.15, ""tp_mult"": 1.6, ""trail_arm"": 1.4, ""trail_mult"": 1.5}",126,0.48864545772071843,61.56932767281052,3.780824870082824,6.3416162631938136,41.26827196410885,11.56598019911923,5.323312560875657,0.5873015873015873,1.1312161939838834,-0.42578212849993957,5,True,56,0.07693414393087127,4.308312060128791,1.2888341999416986,1.71641609577052,7.319224723334284,0.6488988071468653,6.639420527018614,0.4107142857142857,0.8358488572692022,-0.45200641385038975,1,False,32,0.14539362866495628,4.652596117278601,1.6466262497365685,3.524939799822577,11.820035762724995,1.1400742332176337,4.080958925058389,0.46875,0.7898521388776965,-0.4232462332874616,3,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.07693414393087127,56,0.14539362866495628,32,-0.13853008574153305,30,0.3176110170512391,20,0.3336979209449273,18,-0.014864265752124227,26,620,0.09838315005302656,60.99755303287647,1.3497378851502129,1.7326489081303944,11.411349341913615,2.3020812869451914,26.496698174293755,0.40161290322580645,0.9454092010536121,-0.4701060324244554,2,True,160,0.0734431212264364,11.750899396229824,1.254632450754729,1.395242591320908,7.314235186664931,1.2569761417051128,9.348546091168842,0.36875,0.9813453359642103,-0.45691559827384726,2,False,144,0.03143203091345714,4.526212451537829,1.109487977394239,0.6910705104013289,3.1884727461194484,0.38760082015395725,11.67750999530907,0.3611111111111111,0.8820389405073078,-0.44934578755263227,1,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0734431212264364,160,0.03143203091345714,144,-0.017393929174220057,148,0.09210946600798386,136,-0.0732126816150048,150,-0.04317293834950528,132,G2015_blind,False,False,True,True
C|trend|aroon_signals|lemantrend_signals|damiani_volatmeter_volume_signals|t3_baseline|laguerre_filter_exit,C-trend,C,2012-2015,2015,2016,2017,642,101.9,full,"{""base"": {""length"": 28, ""volume_factor"": 0.862993}, ""c1"": {""length"": 25}, ""c2"": {""fast_period"": 340, ""medium_period"": 21, ""slow_period"": 2, ""smooth"": 2}, ""exit_ind"": {""alpha"": 0.2}, ""vol"": {""lag"": 1.4, ""sedimentation"": 27, ""threshold"": 1.4, ""viscosity"": 7}}","{""atr_len"": 37, ""atr_mult"": 1.05, ""be_pct"": 0.05, ""tp_mult"": 1.75, ""trail_arm"": 1.5, ""trail_mult"": 1.5}",164,0.3493461391293671,57.292766817216204,2.438260240152121,4.633123794052788,30.969714267990984,7.552532648430151,7.585901244548069,0.47560975609756095,1.2452248394636118,-0.4631950076854132,5,True,32,0.11510719810121962,3.683430339239028,1.4868380480004684,2.733132555775327,8.201890520747098,0.8603323492580037,4.28140397419185,0.4375,0.8035327438873168,-0.42033489306574473,1,True,30,-0.1864972841685048,-5.594918525055144,0.48073416066387525,-5.1025096038888575,-19.02267347037743,-0.8966948995188125,6.239489628030123,0.26666666666666666,0.6474690460487109,-0.4897577678838559,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.11510719810121962,32,-0.1864972841685048,30,0.32314587216949886,20,0.23855375777098456,20,-0.010626866519658017,26,632,0.09072727040966526,57.33963489890844,1.2953108213426505,1.5063896352656647,9.679225652866243,1.7700295636675754,32.39473287672005,0.37183544303797467,1.07024126832769,-0.4890858014057902,2,True,142,0.044906140213804714,6.376671910360269,1.1550509562819047,0.9586379960840418,3.8702189547889208,0.4698186581183832,13.572623820217668,0.3591549295774648,0.9314307923094471,-0.45193734612551134,1,False,148,-0.02751385555945266,-4.072050622798994,0.9173068045845453,-0.5874105391409531,-3.464602443361295,-0.3649890208567484,11.156638666118125,0.33783783783783783,0.9034164724533434,-0.5024783086272058,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.044906140213804714,142,-0.02751385555945266,148,0.0973465924277753,136,-0.14242122953562641,152,-0.05452598550793046,128,G2016_blind,True,False,True,True
C|trend|aroon_signals|lemantrend_signals|damiani_volatmeter_volume_signals|t3_baseline|laguerre_filter_exit,C-trend,C,2013-2016,2016,2017,2018,642,101.0,full,"{""base"": {""length"": 28, ""volume_factor"": 0.862993}, ""c1"": {""length"": 25}, ""c2"": {""fast_period"": 18, ""medium_period"": 21, ""slow_period"": 13, ""smooth"": 4}, ""exit_ind"": {""alpha"": 0.106734}, ""vol"": {""lag"": 1.4, ""sedimentation"": 27, ""threshold"": 1.4, ""viscosity"": 7}}","{""atr_len"": 27, ""atr_mult"": 1.25, ""be_pct"": 0.05, ""tp_mult"": 1.65, ""trail_arm"": 1.8, ""trail_mult"": 1.8}",152,0.4402828348065859,66.92299089060106,3.0024279051590677,5.582296182055735,25.424735515208752,13.16464094493992,5.083540916193706,0.5394736842105263,1.223706279499597,-0.4774417718337985,5,True,28,-0.14586730218208974,-4.0842844610985125,0.602314934863397,-3.5948415994218204,-8.977938325511246,-0.5554627632962184,7.352940162652157,0.2857142857142857,0.7732329375711939,-0.5135073980834033,0,False,28,0.22356759677993937,6.259892709838303,1.6952256086405215,3.311192169434519,16.590310965060592,1.3915963452489712,4.498353801524495,0.42857142857142855,1.272000807743917,-0.562757311443044,4,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,-0.14586730218208974,28,0.22356759677993937,28,0.23411592398283176,18,0.24379380365870373,24,570,0.13215178506517128,75.32651748714763,1.41789300980203,2.043679814150752,9.14003127750069,3.1508747432530173,23.906541397256316,0.40350877192982454,1.1112158010549378,-0.5301562257514355,3,True,132,-0.12329485952139654,-16.274921456824345,0.6882233010441378,-2.729351397915076,-11.086492828986605,-0.7532711860459319,21.605660429220183,0.3181818181818182,0.8553725888372028,-0.5800063354220761,0,False,132,0.1444315820330766,19.064968828366112,1.4758281802658446,2.395957373675682,9.254798163992001,1.9338754837246215,9.858426247613009,0.4015151515151515,1.1156959837450793,-0.5071761811407985,2,True,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,-0.12329485952139654,132,0.1444315820330766,132,0.011023942626582734,132,0.11288765819490275,114,G2017_blind,False,False,True,True
C|trend|aroon_signals|lemantrend_signals|damiani_volatmeter_volume_signals|t3_baseline|laguerre_filter_exit,C-trend,C,2014-2017,2017,2018,2019,642,93.5,full,"{""base"": {""length"": 28, ""volume_factor"": 0.862993}, ""c1"": {""length"": 25}, ""c2"": {""fast_period"": 97, ""medium_period"": 21, ""slow_period"": 2, ""smooth"": 4}, ""exit_ind"": {""alpha"": 0.374763}, ""vol"": {""lag"": 1.4, ""sedimentation"": 27, ""threshold"": 1.135583, ""viscosity"": 2}}","{""atr_len"": 26, ""atr_mult"": 1.33, ""be_pct"": 0.05, ""tp_mult"": 2.0, ""trail_arm"": 2.0, ""trail_mult"": 1.55}",118,0.3436731138532082,40.55342743467857,2.4239470056528822,4.75977178645342,21.421600636329334,6.903361821055273,5.874446173600592,0.5338983050847458,1.095762187432661,-0.5178107340650742,5,True,18,0.6696055597546922,12.052900075584459,4.226105507652619,9.14544529198784,43.39751122766813,5.862866823157834,2.055803148721801,0.6111111111111112,1.4353593399445783,-0.5337218091151289,4,True,18,0.43710002799871267,7.867800503976828,4.310696896910349,6.931689361763212,26.622678854147875,3.687001679275652,2.133929189184024,0.5,1.1382532397283969,-0.2640531837309714,4,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.6696055597546922,18,0.43710002799871267,18,0.09075439149740647,18,494,0.13537856258329867,66.87700991614955,1.4592289612597895,2.3443302852731454,8.75303221369109,5.802940008549109,11.524677114983753,0.4331983805668016,0.9930182852863663,-0.5201032254826173,3,True,116,0.3137801535248625,36.39849780888405,2.176470585694044,4.735019154884942,19.631679893389602,4.95095815526558,7.351808815061892,0.4827586206896552,1.2024503752368763,-0.5156453867396836,4,True,102,0.01777334713093198,1.8128814073550619,1.0534570025879253,0.33719800351483525,1.2410752553182487,0.1323464649673259,13.697996450472866,0.37254901960784315,0.9401518588890547,-0.5298888942254534,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.3137801535248625,116,0.01777334713093198,102,0.018945453654804486,114,G2018_blind,True,True,True,True
C|trend|aroon_signals|lemantrend_signals|damiani_volatmeter_volume_signals|t3_baseline|laguerre_filter_exit,C-trend,C,2015-2018,2018,2019,2020,642,93.1,full,"{""base"": {""length"": 10, ""volume_factor"": 1.993625}, ""c1"": {""length"": 6}, ""c2"": {""fast_period"": 42, ""medium_period"": 21, ""slow_period"": 24, ""smooth"": 4}, ""exit_ind"": {""alpha"": 0.2}, ""vol"": {""lag"": 1.4, ""sedimentation"": 142, ""threshold"": 1.135583, ""viscosity"": 2}}","{""atr_len"": 16, ""atr_mult"": 1.43, ""be_pct"": 0.05, ""tp_mult"": 3.0, ""trail_arm"": 2.0, ""trail_mult"": 0.55}",124,0.804982249765198,99.81779897088455,5.03561488083582,11.189407925339752,53.93965412228773,22.90635375894052,4.357646791861185,0.6612903225806451,1.518927098916813,-0.5889100747689072,5,True,22,0.13526156019662128,2.975754324325668,1.3941675822810424,2.1091729773924706,8.845806657346225,0.9463813656295237,3.144350081688501,0.45454545454545453,1.0525219217163932,-0.6291220744031888,1,True,18,-0.3702019438777076,-6.663634989798737,0.38239420337581576,-6.4071158572599956,-39.7867876001008,-1.1246620733322,5.925010852420245,0.1111111111111111,2.0629140848736647,-0.674341447471629,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.13526156019662128,22,-0.3702019438777076,18,384,0.3406976678791414,130.8279044655903,1.9957254001531888,4.67621058097944,23.52778203412929,9.288871340813671,14.08437038962478,0.4479166666666667,1.5245200386515485,-0.6197619914267739,5,True,92,-0.11803866537387996,-10.859557214396956,0.7623543912398295,-1.8774322384326798,-11.653639110980684,-0.5068728137598878,21.424619588181876,0.2826086956521739,1.339879931120882,-0.6923702336899983,0,False,102,-0.22815781355393344,-23.27209698250121,0.5534892520440061,-3.9557563822353363,-20.51902329065303,-1.033038706025794,22.52780737716146,0.23529411764705882,1.2019919277144375,-0.6682038877903553,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,-0.11803866537387996,92,-0.22815781355393344,102,G2019_blind,True,False,True,True
C|trend|aroon_signals|linreg_slope_signals|waddah_attar_explosion_volume_signals|super_smoother_2pole_baseline|hieken_ashi_smoothed_exit,C-trend,C,2011-2014,2014,2015,2016,614,214.5,full,"{""base"": {""cutoff_period"": 5}, ""c1"": {""length"": 25}, ""c2"": {""length"": 14, ""r2_floor"": 0.2}, ""exit_ind"": {""ma_len1"": 35, ""ma_len2"": 8}, ""vol"": {""bbLen"": 20, ""bbStd"": 2, ""fastEma"": 2, ""sensitivity"": 15, ""slowEma"": 49}}","{""atr_len"": 42, ""atr_mult"": 1.0, ""be_pct"": 0.19, ""tp_mult"": 3.0, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",158,0.42123271715333466,66.55476931022687,2.32747518095425,4.904704960148903,70.2100275076629,5.846321071249416,11.384042802152067,0.37341772151898733,1.9778156967166023,-0.5064278464247745,5,True,54,0.11022467412319319,5.952132402652432,1.3050339928771548,1.6148558837355529,21.611368721249715,0.5289810312155777,11.252071532649602,0.2777777777777778,1.6976763895065876,-0.5003336779473432,1,False,28,-0.2603536379784951,-7.289901863397862,0.4059736123108056,-5.997944004245607,-41.34789290994842,-1.0089800580214263,7.225020757786926,0.10714285714285714,1.6607050091874438,-0.49088067563840776,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.11022467412319319,54,-0.2603536379784951,28,-0.1901618470008047,36,0.7940943175348887,28,0.0034389635973217764,38,0.14158665627100728,38,392,0.1722915549813602,67.5382895526932,1.4724314835071044,2.292542260397603,38.833449263889435,1.7678593973726302,38.20342819857039,0.28316326530612246,1.8963711599109039,-0.508750566538851,3,True,120,0.10141929688618738,12.170315626342486,1.2860580241582629,1.5765034808996754,15.242932319795228,0.9777102995827235,12.447772751843413,0.275,1.6580374297871157,-0.4890220638693372,1,True,86,-0.2727338212698163,-23.455108629204204,0.372627888654078,-6.794954234131272,-38.70057857539854,-1.0154625949738803,23.097954316877146,0.10465116279069768,1.5479077902165135,-0.48553608754743943,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.10141929688618738,120,-0.2727338212698163,86,0.1451634840683898,110,0.30623147447212773,106,-0.10881162405480811,108,0.03444828750187565,94,G2015_blind,False,True,True,True
C|trend|aroon_signals|linreg_slope_signals|waddah_attar_explosion_volume_signals|super_smoother_2pole_baseline|hieken_ashi_smoothed_exit,C-trend,C,2012-2015,2015,2016,2017,614,204.4,full,"{""base"": {""cutoff_period"": 65}, ""c1"": {""length"": 25}, ""c2"": {""length"": 14, ""r2_floor"": 0.2}, ""exit_ind"": {""ma_len1"": 8, ""ma_len2"": 8}, ""vol"": {""bbLen"": 20, ""bbStd"": 4, ""fastEma"": 2, ""sensitivity"": 15, ""slowEma"": 75}}","{""atr_len"": 11, ""atr_mult"": 1.34, ""be_pct"": 0.15, ""tp_mult"": 1.5, ""trail_arm"": 1.8, ""trail_mult"": 1.75}",114,0.4556704869198138,51.94643550885878,2.9231120704709834,4.914561169838427,27.306398725349204,5.479379473108038,9.480350058579441,0.5350877192982456,1.2943948900176883,-0.5096538260796264,4,True,12,-0.28164311875289355,-3.379717425034723,0.3806176002960046,-7.228878782502645,-19.968542689446465,-0.9858978622414636,3.4280604051121992,0.25,0.6922917283464266,-0.6062880677860004,0,False,24,0.03422088493352941,0.8213012384047058,1.1001905313017848,0.5760090828049436,2.230411546465909,0.15233998049035316,5.391238962753539,0.4166666666666667,0.9018695021364651,-0.585528127354282,1,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,-0.28164311875289355,12,0.03422088493352941,24,0.4300795432882479,26,-0.23124161658657558,16,0.23018324463817671,20,278,0.24221226807737534,67.33501052551034,1.8210024882803504,3.228866645389909,16.714563424208055,2.8444191181064733,23.67267541442176,0.48201438848920863,1.1145567844924458,-0.569552768031093,4,True,36,-0.20706771074478136,-7.454437586812129,0.5064556084187858,-4.790732816345295,-12.42133313238279,-0.9953772940311766,7.489057296678345,0.25,0.8499385685907571,-0.5594031371899608,0,False,58,-0.0374621253420909,-2.1728032698412725,0.902659590225476,-0.6232381928925466,-2.42186279256816,-0.18124498829157343,11.988211593171496,0.3275862068965517,1.0604681651355468,-0.5723512412158119,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,-0.20706771074478136,36,-0.0374621253420909,58,0.2665603059138973,60,-0.025718293359589677,48,0.10873091656216931,48,G2016_blind,False,False,True,True
C|trend|aroon_signals|linreg_slope_signals|waddah_attar_explosion_volume_signals|super_smoother_2pole_baseline|hieken_ashi_smoothed_exit,C-trend,C,2013-2016,2016,2017,2018,614,204.3,full,"{""base"": {""cutoff_period"": 65}, ""c1"": {""length"": 25}, ""c2"": {""length"": 14, ""r2_floor"": 0.2}, ""exit_ind"": {""ma_len1"": 35, ""ma_len2"": 53}, ""vol"": {""bbLen"": 25, ""bbStd"": 2, ""fastEma"": 16, ""sensitivity"": 150, ""slowEma"": 21}}","{""atr_len"": 37, ""atr_mult"": 1.0, ""be_pct"": 0.15, ""tp_mult"": 1.85, ""trail_arm"": 1.9, ""trail_mult"": 2.0}",100,0.37348597718774024,37.34859771877402,2.615527481641636,4.511888892526061,32.664528587626776,5.610961181199329,6.656363591307337,0.46,1.3145024692676281,-0.42812066421364564,4,True,26,-0.05675706437895612,-1.4756836738528591,0.8308564737823301,-1.2901080696686693,-5.700750165040812,-0.46311116196928837,3.1864567193280484,0.2692307692307692,1.0355375707016858,-0.4591814036191925,0,False,22,0.18997690715525284,4.1794919574155625,1.78513987765053,3.9131498392752446,17.66425779541523,1.395263578566986,2.995485599723126,0.45454545454545453,0.9502736994876105,-0.4436037531217119,4,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,-0.05675706437895612,26,0.18997690715525284,22,-0.23675477054102848,14,0.2586274410210545,32,276,0.08274510223843214,22.83764821780727,1.2818027971547352,1.3326534063706816,8.541299015442195,1.7405747367625457,13.12075128717834,0.36231884057971014,1.0387888857592678,-0.46046159294386074,2,True,72,-0.029957954174898684,-2.1569727005927053,0.9154256283319686,-0.5462209162927691,-3.4498300748202277,-0.36541346013956544,5.902827716770133,0.2638888888888889,1.2287833964428316,-0.48120485345295294,0,False,64,0.05924784236952094,3.79186191164934,1.2036360273491917,1.1386906994121528,6.562126891707879,0.3511039773790474,10.799826136847472,0.375,0.9338601300495847,-0.4655195302385173,1,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,-0.029957954174898684,72,0.05924784236952094,64,-0.07884861796122099,60,0.07808810162400487,72,G2017_blind,False,False,True,True
C|trend|aroon_signals|linreg_slope_signals|waddah_attar_explosion_volume_signals|super_smoother_2pole_baseline|hieken_ashi_smoothed_exit,C-trend,C,2014-2017,2017,2018,2019,614,207.2,full,"{""base"": {""cutoff_period"": 65}, ""c1"": {""length"": 25}, ""c2"": {""length"": 14, ""r2_floor"": 0.162226}, ""exit_ind"": {""ma_len1"": 8, ""ma_len2"": 8}, ""vol"": {""bbLen"": 20, ""bbStd"": 2, ""fastEma"": 3, ""sensitivity"": 150, ""slowEma"": 114}}","{""atr_len"": 45, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 1.75, ""trail_arm"": 1.95, ""trail_mult"": 1.45}",132,0.3150999181695795,41.59318919838449,2.371136305485926,4.507090550701107,28.247348815900153,4.917674702716253,8.457897626984295,0.4696969696969697,1.160129370901638,-0.4333547399645293,4,True,28,0.1359543665589177,3.8067222636496956,1.5248414375976451,2.5829657014759992,12.567114195701622,1.0527974988529878,3.6158162113769086,0.42857142857142855,0.9216510348357391,-0.4533181346486985,3,True,20,0.037823357988310366,0.7564671597662073,1.143277071403221,0.9242402266753743,2.768317040973135,0.24321961549263002,3.110222661252129,0.35,0.86231677901134,-0.4061346379471671,1,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.1359543665589177,28,0.037823357988310366,20,0.13689329431775846,24,364,0.11401856309832538,41.50275696779044,1.3923688662839993,1.9708001222172786,11.853628880545823,1.8439274008101163,22.50780423868993,0.3708791208791209,1.0909452177674204,-0.4618988970777787,2,True,72,0.1219203264647244,8.778263505460156,1.4320577968619135,2.0935450565146687,11.961485533506107,0.997149087386608,8.803361118713742,0.375,1.0776148029445858,-0.4514963594231924,1,True,76,0.09313999716399804,7.078639784463851,1.408312773388785,2.3205315216784608,7.028923495373005,1.6345876722028676,4.3305354034172145,0.4342105263157895,0.7398471834390828,-0.40317016904711367,2,True,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.1219203264647244,72,0.09313999716399804,76,0.0738587767754758,82,G2018_blind,True,True,True,True
C|trend|aroon_signals|linreg_slope_signals|waddah_attar_explosion_volume_signals|super_smoother_2pole_baseline|hieken_ashi_smoothed_exit,C-trend,C,2015-2018,2018,2019,2020,614,203.7,full,"{""base"": {""cutoff_period"": 15}, ""c1"": {""length"": 25}, ""c2"": {""length"": 14, ""r2_floor"": 0.162226}, ""exit_ind"": {""ma_len1"": 2, ""ma_len2"": 15}, ""vol"": {""bbLen"": 37, ""bbStd"": 2, ""fastEma"": 2, ""sensitivity"": 23, ""slowEma"": 49}}","{""atr_len"": 3, ""atr_mult"": 1.27, ""be_pct"": 0.07, ""tp_mult"": 1.6, ""trail_arm"": 1.7, ""trail_mult"": 1.55}",120,0.33800934205297223,40.56112104635667,2.5496260511842226,5.80840754786225,19.33828371749222,5.832383657015443,6.954467235290326,0.55,1.0111500165807594,-0.4847181490365453,4,True,26,0.032035400756958904,0.8329204196809314,1.1039353562776917,0.6836136564748463,1.7526245924076387,0.2054943399340244,4.0532523666994775,0.38461538461538464,0.8846751800174358,-0.5008644612808393,1,False,30,-0.15084476085202042,-4.525342825560613,0.627466644174466,-3.467912846157359,-17.059994699452904,-0.4884648939555033,9.26441773310499,0.3333333333333333,0.7622140761600196,-0.6073741793580404,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.032035400756958904,26,-0.15084476085202042,30,314,0.1751946073298344,55.011106701568,1.6203803481517556,3.1217124418732456,9.924643694851307,3.4927340375788387,15.750156212782143,0.48089171974522293,0.9515516574583829,-0.5440073225438515,4,True,76,-0.05519397003138876,-4.194741722385546,0.8355376394068037,-1.2777554559298678,-3.57421966227615,-0.481312749926898,8.715210064604864,0.35526315789473684,0.7892979245066606,-0.5205262384503139,0,False,78,-0.1430435337930936,-11.1573956358613,0.6436672005825586,-3.2465493985025344,-12.288617870905126,-0.7248862138829787,15.391926928910369,0.3076923076923077,0.8397638418434461,-0.5798468118537778,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,-0.05519397003138876,76,-0.1430435337930936,78,G2019_blind,False,False,True,True
